reactions,acetate_heinmann,fumarate_heinmann,galactose_heinmann,glucose_heinmann,glucosamine_heinmann,glycerol_heinmann,pyruvate_heinmann,succinate_heinmann,anaerobic_heinmann,Chemostat_heinmann_035,Chemostat_heinmann_05,Chemostat_heinmann_02,Chemostat_heinmann_012,42Cdeg_henimann,pH6_heinmann,NaCl_50mM_heinmann,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
MOAT,943843513113599.9,1529677417804799.8,553287576652800.06,1952779682304000.2,1269306793497600.2,1529677417804799.8,1301853121536000.2,1301853121536000.2,1790048042112000.2,1139121481344000.0,1627316401920002.2,650926560768000.1,390555936460800.0,2115511322496000.0,1627316401920002.2,2115511322496000.0,358009608422400.06,683472888806399.9,1008936169190400.0,1301853121536000.2,1594770073881600.0
MOAT2,943843513113599.9,1529677417804799.8,553287576652800.06,1952779682304000.2,1269306793497600.2,1529677417804799.8,1301853121536000.2,1301853121536000.2,1790048042112000.2,1139121481344000.0,1627316401920002.2,650926560768000.1,390555936460800.0,2115511322496000.0,1627316401920002.2,2115511322496000.0,358009608422400.06,683472888806399.9,1008936169190400.0,1301853121536000.2,1594770073881600.0
MOAT3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOBDabcpp,6258008490524.999,10142289622574.998,3668487735825.0,12947603773499.998,8415942452775.001,10142289622574.998,8631735849000.0,8631735849000.0,11868636792375.0,7552768867874.998,10789669811249.998,4315867924500.0,2589520754699.9995,14026570754625.002,10789669811249.998,14026570754625.002,2373727358474.9995,4531661320725.0,6689595282975.0,8631735849000.0,10573876415025.0
MOBDtex,6258008490524.999,10142289622574.998,3668487735825.0,12947603773499.998,8415942452775.001,10142289622574.998,8631735849000.0,8631735849000.0,11868636792375.0,7552768867874.998,10789669811249.998,4315867924500.0,2589520754699.9995,14026570754625.002,10789669811249.998,14026570754625.002,2373727358474.9995,4531661320725.0,6689595282975.0,8631735849000.0,10573876415025.0
MOCDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOCOS,5918426634450.0,9591932821349.998,3469422509850.0,12245020622999.998,7959263404950.0,9591932821349.998,8163347081999.999,8163347081999.999,11224602237750.002,7142928696749.999,10204183852499.998,4081673540999.9995,2449004124599.9995,13265439008250.0,10204183852499.998,13265439008250.0,2244920447549.9995,4285757218049.9995,6326593988550.0,8163347081999.999,10000100175449.998
MOGDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOHMT,27942735585601.2,45286502500809.63,16380224308795.58,57812556383879.52,37578161649581.12,45286502500809.63,38541704255993.97,38541704256031.12,52994843351889.56,33723991224041.156,48177130320085.31,19270852127978.414,11562511276805.62,62630269416018.055,48177130320085.31,62630269416018.055,10598968670402.059,20234394734391.26,29869820798352.613,38541704255993.97,47213587713635.336
MOX,68061906296230.586,127840022684679.8,39898358863293.5,140817737164425.44,91531529156943.44,110307227445394.8,93878491442999.84,108800019306185.56,149600026545619.8,95200016892768.4,136000024132462.66,54400009652999.92,28163547432899.94,176800031372231.22,136000024132462.66,176800031372231.22,25816585146843.535,49286208007630.63,84320014962168.44,108800019305999.84,115001152017656.23
MPTAT,11836853268900.0,19183865642699.996,6938845019700.0,24490041245999.996,15918526809900.0,19183865642699.996,16326694163999.998,16326694163999.998,22449204475500.004,14285857393499.998,20408367704999.996,8163347081999.999,4898008249199.999,26530878016500.0,20408367704999.996,26530878016500.0,4489840895099.999,8571514436099.999,12653187977100.0,16326694163999.998,20000200350899.996
MPTG,674021472615150.0,1092379628031449.9,395116035670950.0,1394527184720999.5,906442670068650.1,1092379628031449.9,929684789813999.9,929684789813999.9,1278316585994250.0,813474191087249.9,1162105987267500.0,464842394906999.94,278905436944200.0,1510737783447750.0,1162105987267500.0,1510737783447750.0,255663317198850.0,488084514652350.0,720505712105850.0,929684789813999.9,1138863867522150.0
MPTG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPTS,11836853268900.0,19183865642699.996,6938845019700.0,24490041245999.996,15918526809900.0,19183865642699.996,16326694163999.998,16326694163999.998,22449204475500.004,14285857393499.998,20408367704999.996,8163347081999.999,4898008249199.999,26530878016500.0,20408367704999.996,26530878016500.0,4489840895099.999,8571514436099.999,12653187977100.0,16326694163999.998,20000200350899.996
MPTSS,23673706537800.0,38367731285399.99,13877690039400.0,48980082491999.99,31837053619800.0,38367731285399.99,32653388327999.996,32653388327999.996,44898408951000.01,28571714786999.996,40816735409999.99,16326694163999.998,9796016498399.998,53061756033000.0,40816735409999.99,53061756033000.0,8979681790199.998,17143028872199.998,25306375954200.0,32653388327999.996,40000400701799.99
MSAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSO3abcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSO3tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTHFC,4.796647079922291e+16,7.773876301943346e+16,2.8118275985751892e+16,9.94871792771006e+16,6.46666665301185e+16,7.793162376706315e+16,6.616064937823713e+16,6.616064937824282e+16,9.097089289508035e+16,5.803418791164176e+16,8.290598273091605e+16,3.3162393092365916e+16,1.9897435855422624e+16,1.0777777755019166e+17,8.290598273091605e+16,1.0777777755019166e+17,1.823931620080145e+16,3.4820512746984524e+16,5.1401709293167016e+16,6.632478618473287e+16,8.124786307630254e+16
MTHFD,4.796647079922291e+16,7.773876301943346e+16,2.8118275985751892e+16,9.94871792771006e+16,6.46666665301185e+16,7.793162376706315e+16,6.616064937823713e+16,6.616064937824282e+16,9.097089289508035e+16,5.803418791164176e+16,8.290598273091605e+16,3.3162393092365916e+16,1.9897435855422624e+16,1.0777777755019166e+17,8.290598273091605e+16,1.0777777755019166e+17,1.823931620080145e+16,3.4820512746984524e+16,5.1401709293167016e+16,6.632478618473287e+16,8.124786307630254e+16
MTHFR2,7488216531697273.0,1.2136075068612822e+16,4389644173753574.5,1.5492861789718496e+16,1.0070360163317024e+16,1.2136075068612822e+16,1.0328574526478998e+16,1.0328574526478998e+16,1.4201789973908624e+16,9037502710669124.0,1.291071815809875e+16,5164287263239499.0,3098572357943699.5,1.6783933605528376e+16,1.291071815809875e+16,1.6783933605528376e+16,2840357994781725.5,5422501626401473.0,8004645258021224.0,1.0328574526478998e+16,1.2652503794936776e+16
MTHTHFSs,21733238788799.992,35222835278399.99,12740174462400.0,44965321631999.99,29227459060799.996,35222835278399.99,29976881087999.996,29976881087999.996,41218211496000.0,26229770951999.996,37471101359999.99,14988440543999.998,8993064326399.998,48712431767999.99,37471101359999.99,48712431767999.99,8243642299200.0,15737862571199.998,23232082843199.996,29976881087999.996,36721679332800.01
MTRPOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N2Otex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N2Otpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACODA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADH10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADH16pp,1.6748223318060086e+18,2.5986923250802145e+18,1.0690096200862829e+18,3.23972771140427e+18,2.1771284895083796e+18,2.7885655054875546e+18,2.3463040981192704e+18,2.1122779110489454e+18,2.9874165405320986e+18,1.9776640587983204e+18,2.734902250361887e+18,1.220425867234752e+18,8.165654984008628e+17,3.492140441925455e+18,2.734902250361887e+18,3.492140441925455e+18,7.660829522966153e+17,1.2709084133389919e+18,1.775733874381366e+18,2.23007678931951e+18,2.684419704257664e+18
NADH17pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADH18pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADH5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADH9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADK,21684727095017.895,35144212878140.773,12711736572979.309,44864952610545.8,29162219196806.48,35144212878363.64,29909968406968.625,29909968406931.48,41126206559735.08,26171222356083.617,37387460508775.78,14954984203502.883,8972990522094.303,48603698661430.81,37387460508775.78,48603698661430.81,8225241311913.586,15702733413627.885,23180225515397.9,29909968407005.766,36639711298613.64
NADN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADPHQR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADPHQR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADPHQR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADPPPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADS1,110509638305494.4,179101827598520.16,64781512110131.49,228640630977074.53,148616410135031.56,179101827598780.2,152427087318000.16,152427087317814.4,209587245062380.2,133373701403231.56,190533859147537.34,76213543659000.08,45728126195400.04,247694016891768.8,190533859147537.34,247694016891768.8,41917449012431.47,80024220841894.36,118130992671431.53,152427087318000.16,186723181964568.75
NADTRHD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAMNPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3_1p5pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3_2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK1,3.835455785132722e+16,6.216083513835946e+16,2.248370632664035e+16,7.93542576234372e+16,5.158026745523578e+16,6.216083513835971e+16,5.2902838415623064e+16,5.290283841562594e+16,7.274140282148378e+16,4.628998361367166e+16,6.612854801953061e+16,2.6451419207811936e+16,1.5870851524688718e+16,8.59671124253901e+16,6.612854801953061e+16,8.59671124253901e+16,1.4548280564296676e+16,2.77739901682027e+16,4.099969977210842e+16,5.290283841562442e+16,6.480597705914236e+16
NDPK2,2.0631198642449172e+16,3.3436770213624524e+16,1.2094150928332276e+16,4.2685238570584504e+16,2.774540507087992e+16,3.3436770213624524e+16,2.8456825713723004e+16,2.8456825713723004e+16,3.912813535636912e+16,2.4899722499507624e+16,3.557103214215374e+16,1.4228412856861502e+16,8537047714116898.0,4.624234178479988e+16,3.557103214215374e+16,4.624234178479988e+16,7825627071273827.0,1.4939833499704574e+16,2.2054039928135324e+16,2.8456825713723004e+16,3.4859611499310668e+16
NDPK3,8776007953321126.0,1.4223185303658382e+16,5144556386429621.0,1.8157257834457376e+16,1.1802217592397356e+16,1.4223185303658382e+16,1.2104838556304992e+16,1.2104838556305028e+16,1.6644153014919266e+16,1.0591733736766914e+16,1.5131048195381348e+16,6052419278152478.0,3631451566891504.5,1.9670362653995644e+16,1.5131048195381348e+16,1.9670362653995644e+16,3328830602983876.5,6355040242060116.0,9381249881136326.0,1.2104838556304992e+16,1.482842723147366e+16
NDPK4,1269356978008349.8,2057233722979049.5,744105814694550.0,2626255816568999.5,1707066280769850.0,2057233722979049.5,1750837211046000.0,1750837211046000.0,2407401165188250.0,1531982559665249.8,2188546513807499.8,875418605523000.0,525251163313799.9,2845110467949750.0,2188546513807499.8,2845110467949750.0,481480233037649.94,919189535799149.8,1356898838560649.8,1750837211046000.0,2144775583531349.5
NDPK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NH4tex,5.2396626586562464e+17,8.491867067477443e+17,3.0715263861088486e+17,1.0840681362737148e+18,1.7261738267500104e+16,8.491867067477462e+17,7.227120908491343e+17,7.227120908491483e+17,9.937291249175707e+17,6.32373079493e+17,9.033901135614266e+17,3.613560454245692e+17,2.168136272547493e+17,1.1744071476298565e+18,9.033901135614266e+17,1.1744071476298565e+18,1.9874582498351354e+17,3.7942384769579834e+17,5.60101870408082e+17,7.227120908491412e+17,8.853223112902098e+17
NH4tpp,5.2396626586562464e+17,8.491867067477443e+17,3.0715263861088486e+17,1.0840681362737148e+18,1.7261738267500104e+16,8.491867067477462e+17,7.227120908491343e+17,7.227120908491483e+17,9.937291249175707e+17,6.32373079493e+17,9.033901135614266e+17,3.613560454245692e+17,2.168136272547493e+17,1.1744071476298565e+18,9.033901135614266e+17,1.1744071476298565e+18,1.9874582498351354e+17,3.7942384769579834e+17,5.60101870408082e+17,7.227120908491412e+17,8.853223112902098e+17
NHFRBO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI2abcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI2t3pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI2tex,15669277073174.998,25395035256525.0,9185438284275.0,32419193944499.996,21072476063924.996,25395035256525.0,21612795963000.0,21612795963000.0,29717594449125.0,18911196467624.996,27015994953750.0,10806397981500.0,6483838788899.999,35120793439875.0,27015994953750.0,35120793439875.0,5943518889825.0,11346717880574.998,16749916871324.998,21612795963000.0,26475675054675.0
NI2tpp,15669277073174.998,25395035256525.0,9185438284275.0,32419193944499.996,21072476063924.996,25395035256525.0,21612795963000.0,21612795963000.0,29717594449125.0,18911196467624.996,27015994953750.0,10806397981500.0,6483838788899.999,35120793439875.0,27015994953750.0,35120793439875.0,5943518889825.0,11346717880574.998,16749916871324.998,21612795963000.0,26475675054675.0
NI2uabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMNAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMNDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMNN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMNPtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMNt7pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNATr,110509638305494.4,179101827598520.16,64781512110131.49,228640630977074.53,148616410135031.56,179101827598780.2,152427087318000.16,152427087317814.4,209587245062380.2,133373701403231.56,190533859147537.34,76213543659000.08,45728126195400.04,247694016891768.8,190533859147537.34,247694016891768.8,41917449012431.47,80024220841894.36,118130992671431.53,152427087318000.16,186723181964568.75
NNDMBRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNDPR,110509638305494.4,179101827598520.16,64781512110131.49,228640630977074.53,148616410135031.56,179101827598780.2,152427087318000.16,152427087317814.4,209587245062380.2,133373701403231.56,190533859147537.34,76213543659000.08,45728126195400.04,247694016891768.8,190533859147537.34,247694016891768.8,41917449012431.47,80024220841894.36,118130992671431.53,152427087318000.16,186723181964568.75
NO2t2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO2tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO3R1bpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO3R1pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO3R2bpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO3R2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO3t7pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO3tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODOx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODOy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOVBCNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOVBCNtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD10pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD11pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD12pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD1pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD3pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD4pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD5pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD6pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD7pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD8pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTD9pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTP12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
